,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
291,291,CT1,Computer Theory,CT1_15,Data Structures,Heaps,CT1_15_3,Heap Operations,CT1_15_3_4,Decomposition,,CT1_15_3_1,,Apply heaps to real life applications,,,,,,,,,,,,,,,,,,,,,,,,,,2fa5baa7-62d8-4242-814f-16514276175c,79066efc-de97-4197-9770-4bc1d9f9f2af,
292,292,CT1,Computer Theory,CT1_15,Data Structures,Heaps,CT1_15_3,Heap Operations,CT1_15_3_5,Pattern Recognition,,CT1_15_3_1,,Identify parent nodes in a data heap,,,,,,,,,,,,,,,,,,,,,,,,,,e8b57800-f641-4e60-989f-f3b02d5cce64,79066efc-de97-4197-9770-4bc1d9f9f2af,
293,293,CT1,Computer Theory,CT1_15,Data Structures,Heaps,CT1_15_3,Heap Operations,CT1_15_3_6,Pattern Recognition,,CT1_15_3_1,,Identify child nodes in a data heap,,,,,,,,,,,,,,,,,,,,,,,,,,8fcec36a-578a-4187-991a-ff1451b01085,79066efc-de97-4197-9770-4bc1d9f9f2af,
294,294,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_1,Graph Basics,CT1_21_1_1,Data Representation,,0,,Explain that Graphs include nodes and edges,,,,,,,,,,,,,,,,,,,,,,,,,,dc349f56-05c1-4f2e-9641-0dcf5528ceba,,
295,295,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_1,Graph Basics,CT1_21_1_2,Data Representation,,CT1_21_1_1,,Demonstrate that Graphs can be directed and undirected graphs and edges can have weights,,,,,,,,,,,,,,,,,,,,,,,,,,617e8124-0eb0-4960-99b6-d9755f1a8c5b,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
296,296,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_1,Graph Basics,CT1_21_1_3,Data Representation,,CT1_21_1_1,,"Explain how Graph models are used in real life (e.g., maps, social media relationships, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,2ab5fb14-7c01-4d1d-ba6e-30ede489a626,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
297,297,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_2,Graph Traverse,CT1_21_2_1,Algorithms,,CT1_21_1_1,,Demonstrate a Breadth first search,,,,,,,,,,,,,,,,,,,,,,,,,,0a3586a1-ea7d-455c-ba3c-cf9339d114b7,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
298,298,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_2,Graph Traverse,CT1_21_2_2,Algorithms,,CT1_21_1_1,,Demonstrate a Depth first search,,,,,,,,,,,,,,,,,,,,,,,,,,798c6f7d-daf3-42b4-9496-f9b9553599e4,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
299,299,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_3,Graph Algorithms - Eulerian paths,CT1_21_3_1,Abstraction,,CT1_21_1_1,,Describe the Königsberg Bridge Problem,,,,,,,,,,,,,,,,,,,,,,,,,,ebcb70b0-c876-4974-88f8-b4e7796e4d9f,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
300,300,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_3,Graph Algorithms - Eulerian paths,CT1_21_3_2,Data Representation,,CT1_21_3_1,,Discuss in-degrees and out-degrees,,,,,,,,,,,,,,,,,,,,,,,,,,534ed9b2-d18e-46ef-bf2c-21ff160a380b,ebcb70b0-c876-4974-88f8-b4e7796e4d9f,
301,301,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_3,Graph Algorithms - Eulerian paths,CT1_21_3_3,Abstraction,,CT1_21_3_2,,Identify when an Eulerian path exists,,,,,,,,,,,,,,,,,,,,,,,,,,c4fbd71a-4096-472d-a3ea-57de011f87aa,534ed9b2-d18e-46ef-bf2c-21ff160a380b,
302,302,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_3,Graph Algorithms - Eulerian paths,CT1_21_3_4,Pattern Recognition,,CT1_21_3_3,,Find an Eulerian path in a graph,,,,,,,,,,,,,,,,,,,,,,,,,,bbf541fa-7fae-4b54-b941-8e5cd699d789,c4fbd71a-4096-472d-a3ea-57de011f87aa,
303,303,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_4,Graph Algorithms - Map Colouring Problems,CT1_21_4_1,Data Representation,,CT1_21_1_1,,Discuss the map colouring problem,,,,,,,,,,,,,,,,,,,,,,,,,,f6888012-f9b1-4a76-87cf-91ca7ff5d8ab,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
304,304,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_4,Graph Algorithms - Map Colouring Problems,CT1_21_4_2,Data Representation,,CT1_21_4_1,,Model a map using a graph (with nodes and edges),,,,,,,,,,,,,,,,,,,,,,,,,,d64fa0e7-eeee-4374-b4ac-3833b458dcd1,f6888012-f9b1-4a76-87cf-91ca7ff5d8ab,
305,305,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_4,Graph Algorithms - Map Colouring Problems,CT1_21_4_3,Data Representation,,CT1_21_4_2,,Illustate that at most 4 colours are needed for any maps,,,,,,,,,,,,,,,,,,,,,,,,,,9b9a57af-9c5f-4d6a-9390-6588dd42da7b,d64fa0e7-eeee-4374-b4ac-3833b458dcd1,
306,306,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_4,Graph Algorithms - Map Colouring Problems,CT1_21_4_4,Data Representation,,CT1_21_4_3,,Colour some graphs with at most 4 colours,,,,,,,,,,,,,,,,,,,,,,,,,,c0a3d442-6ec3-4f4b-a110-c159b283efbc,9b9a57af-9c5f-4d6a-9390-6588dd42da7b,
307,307,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_5,Graph Algorithms - Tiling Problems,CT1_21_5_1,Abstraction,,CT1_21_1_1,,Explain the tiling problem,,,,,,,,,,,,,,,,,,,,,,,,,,c603a530-d519-49ba-8f72-50557be76321,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
308,308,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_5,Graph Algorithms - Tiling Problems,CT1_21_5_2,Data Representation,,CT1_21_5_1,,Discuss why it is impossible to find a solution for some tiling problems,,,,,,,,,,,,,,,,,,,,,,,,,,2c41ac8d-9586-4a71-a655-f1576506586b,c603a530-d519-49ba-8f72-50557be76321,
309,309,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_5,Graph Algorithms - Tiling Problems,CT1_21_5_3,Data Representation,,CT1_21_5_2,,Practise the tiling on some graphs,,,,,,,,,,,,,,,,,,,,,,,,,,f3cd70b6-907c-4140-8dda-1e7f0a69c9ff,2c41ac8d-9586-4a71-a655-f1576506586b,
310,310,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_6,Graph Algorithms - Shortest Path Problems,CT1_21_6_1,Pattern Recognition,,CT1_21_1_1,,Demonstrate the shortest path problem in a graph,,,TS5.1,,,,,,,,,,,,,,,,,,,,,,,47ff2cec-661a-4882-ad29-4a829d7f003c,dc349f56-05c1-4f2e-9641-0dcf5528ceba,
311,311,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_6,Graph Algorithms - Shortest Path Problems,CT1_21_6_2,Pattern Recognition,,CT1_21_6_1,,Demonstrate how to find the shortest path in a graph,,,TS5.1,,,,,,,,,,,,,,,,,,,,,,,03b48a35-f6b6-4d3c-b6ae-6382b75199dc,47ff2cec-661a-4882-ad29-4a829d7f003c,
312,312,CT1,Computer Theory,CT1_21,Data Structures,Graphs,CT1_21_6,Graph Algorithms - Shortest Path Problems,CT1_21_6_3,Pattern Recognition,,CT1_21_6_2,,Find a shortest path in some simple graphs,,,TS5.1,,,,,,,,,,,,,,,,,,,,,,,c55fdf82-6c8f-4471-9239-57d1913b99db,03b48a35-f6b6-4d3c-b6ae-6382b75199dc,
313,313,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_1,Data Representation,,0,,Explain the term cryptography and ciphers as the science of secret messages,,,TS1.9,,,,,,,,,,,,,,,,,,,,,,,d40b110c-639c-49ec-a83c-b43645e1dd48,,
314,314,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_2,Data Representation,,CT1_12_1_1,,Explain the concept and use of a key for encryption and decryption,,,TS1.9,,,,,,,,,,,,,,,,,,,,,,,df8b13bf-7361-4d8f-bb9a-924328e8ef40,d40b110c-639c-49ec-a83c-b43645e1dd48,
315,315,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_3,Data Representation,,CT1_12_1_2,,Explain the term Encryption,,,,,,,,,,,,,,,,,,,,,,,,,,4a636ba8-4db8-4a11-82ae-e12d1a60396a,df8b13bf-7361-4d8f-bb9a-924328e8ef40,
316,316,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_4,Data Representation,,CT1_12_1_2,,Explain the term Decryption,,,,,,,,,,,,,,,,,,,,,,,,,,af66963b-4814-41fa-a10e-ed4cff361041,df8b13bf-7361-4d8f-bb9a-924328e8ef40,
317,317,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_5,Data Representation,,CT1_12_1_1,,Explain the term plaintext,,,,,,,,,,,,,,,,,,,,,,,,,,b62bd5e8-3692-4750-a9a6-3cb8832e913a,d40b110c-639c-49ec-a83c-b43645e1dd48,
318,318,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_6,Algorithms,,CT1_12_1_3,,Create a program to encode a message,,,,,,,,,,,,,,,,,,,,,,,,,,e6271b84-b927-4e79-b3d7-343097b0bec9,4a636ba8-4db8-4a11-82ae-e12d1a60396a,
319,319,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_1,Cipher Basics,CT1_12_1_7,Algorithms,,CT1_12_1_4,,Create a program to decode a message,,,,,,,,,,,,,,,,,,,,,,,,,,3c141c8e-ecb7-4b88-ab32-cf0c276c96d4,af66963b-4814-41fa-a10e-ed4cff361041,
320,320,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_1,Data Representation,,0,,"Discuss the relationship between on and off, 1 and 0",,,TS3.9,,JC3.9,,,,,,,,,,,,,,,,,,,,,d4e0a572-582d-4242-b3eb-3ada4f444145,,
321,321,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_2,Data Representation,,CT1_12_2_1,,Demonstrate you can Count in binary,,,TS3.9,,JC3.9,,,,,,,,,,,,,,,,,,,,,d66af71f-87de-4c70-bc13-ed634b2e1988,d4e0a572-582d-4242-b3eb-3ada4f444145,
322,322,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_3,Data Representation,,CT1_12_2_1,,Describe Binary number conversion,,,TS5.6,,JC3.9,,,,,,,,,,,,,,,,,,,,,1ac2eeea-66cc-4989-82f9-c961c1d4288d,d4e0a572-582d-4242-b3eb-3ada4f444145,
323,323,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_4,Data Representation,,CT1_12_2_3,,Execute Binary number conversion,,,TS3.9,,JC3.9,,,,,,,,,,,,,,,,,,,,,8ee8ea8e-3317-408d-ade0-1ebe36580e3e,1ac2eeea-66cc-4989-82f9-c961c1d4288d,
324,324,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_5,Data Representation,,CT1_12_2_4,,Execute binary to denary conversion and back.,,,TS5.6,,JC3.9,,,,,,,,,,,,,,,,,,,,,ed5936e8-ad50-419f-83c4-3c4a3b18a903,8ee8ea8e-3317-408d-ade0-1ebe36580e3e,
325,325,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_6,Data Representation,,CT1_12_2_5,,Complete Denary to Binary Conversation and back.,,,TS5.6,,JC3.9,,,,,,,,,,,,,,,,,,,,,7ebe7fb0-7ae4-4d8c-b2d3-477e34cca161,ed5936e8-ad50-419f-83c4-3c4a3b18a903,
326,326,CT2,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_7,Data Representation,,CT1_12_2_6,,Complete  binary to hexadecimal conversion and back.,,,,,JC3.9,,,,,,,,,,,,,,,,,,,,,12eb8f2e-1e1f-4be5-901d-8b4bd0862d1e,7ebe7fb0-7ae4-4d8c-b2d3-477e34cca161,
327,327,CT3,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_8,Algorithms,,CT1_12_2_6,,Explain the process of creating a program to convert decimal into denary,,,,,JC3.9,,,,,,,,,,,,,,,,,,,,,92565f47-7277-49bd-bbe1-2b4b087e1f43,7ebe7fb0-7ae4-4d8c-b2d3-477e34cca161,
328,328,CT4,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_2,Binary code,CT1_12_2_9,Algorithms,,CT1_12_2_6,,Explain the process of creating a program to convert denary into decimal,,,,,JC3.9,,,,,,,,,,,,,,,,,,,,,9d04e911-1bf3-46c0-ac3b-4b8544be78a1,7ebe7fb0-7ae4-4d8c-b2d3-477e34cca161,
329,329,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_3,Morse code,CT1_12_3_1,Abstraction,,0,,"Discuss relations; dits and dahs, dots and dashes",,,TS1.9,,,,,,,,,ks3,,,,,,,,,,,,,,a1e87982-6002-4415-90b8-72483780c190,,
330,330,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_3,Morse code,CT1_12_3_2,Data Representation,,CT1_12_3_1,,Complete alphabetic conversion to morse code,,,TS1.9,,,,,,,,,ks3,,,,,,,,,,,,,,f5ddbbbc-7aca-49ee-a238-969aeedf621e,a1e87982-6002-4415-90b8-72483780c190,
331,331,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_3,Morse code,CT1_12_3_3,Data Representation,,CT1_12_3_2,,Encode morse code to letters using the decode tree,,,,,,,,,,,,ks3,,,,,,,,,,,,,,ccff36a5-d27c-464c-8b72-64b3afeda03b,f5ddbbbc-7aca-49ee-a238-969aeedf621e,
332,332,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_4,Caesar Shifting Ciphers,CT1_12_4_1,Data Representation,,0,,Demonstrate the dial of Caesar shifting cipher,Is it Edxel?,,TS1.9,,JC6.4,,,,,,,,,,,,,,,,,,,,,2b183eb0-08e9-40e4-b6b2-413921cb0004,,
333,333,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_4,Caesar Shifting Ciphers,CT1_12_4_2,Data Representation,,CT1_12_3_3,,Encode and decode the Caesar shifting cipher,,,TS1.9,,JC6.4,,,,,,,,,,,,,,,,,,,,,da8df62a-fe8a-46d9-b27b-10594e44bdf1,ccff36a5-d27c-464c-8b72-64b3afeda03b,
334,334,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_5,Vigenère Cipher,CT1_12_5_1,Data Representation,,CT1_12_4_1,,Explain the Vigenère Cipher and its use of a keyword for encryption,,,,,JC6.5,,,,,,,,,,,,,,,,,,,,,f5a2d865-a1f8-4ba4-a88d-30f0c889c519,2b183eb0-08e9-40e4-b6b2-413921cb0004,
335,335,CT1,Computer Theory,CT1_12,Data Representation,Ciphers and codes,CT1_12_5,Vigenère Cipher,CT1_12_5_2,Data Representation,,CT1_12_5_1,,Encryption and decrypt a Vigenère Cipher using a keyword,,,,,JC6.5,,,,,,,,,,,,,,,,,,,,,6e10888c-aaba-46be-a8db-ed10a80737be,f5a2d865-a1f8-4ba4-a88d-30f0c889c519,
335,335,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_1,Module Basics,CT1_13_1_1,Abstraction,,CT1_9_1_8,,Discuss why Modules/libraries are collections of useful functions,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,7ef61853-33d2-4d1b-8b31-c1f339ce76ef,4e30f198-bd29-4864-9812-695b23c6d105,
336,336,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_1,Module Basics,CT1_13_1_2,Algorithms,,CT1_13_1_1,,Use Modules/libraries and related functions to improve programs,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,2bc0c800-9866-48ab-91ec-2ba64b40bc4e,7ef61853-33d2-4d1b-8b31-c1f339ce76ef,
337,337,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_1,Module Basics,CT1_13_1_3,Algorithms,,CT1_13_1_2,,Choose and import Modules/libraries that are fit for purpose when creating an algorithm,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,96af5a0f-a73e-4775-9464-ec43c6120a70,2bc0c800-9866-48ab-91ec-2ba64b40bc4e,
338,338,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_1,Module Basics,CT1_13_1_4,Algorithms,,"CT1_13_1_3,CT1_39_1_4",,Combine Modules/libraries functions when creating algorithms.,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,1ab0603a-4066-435e-90dd-a1b8c253eb14,"96af5a0f-a73e-4775-9464-ec43c6120a70,4b451bf7-1547-4690-8f26-04b3b2ccc7a5",
339,339,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_1,Module Basics,CT1_13_1_5,Algorithms,,CT1_13_1_3,,Explain the different methods of 'importing' libraries and using the correct syntax to call their functions,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,a8afc55d-5b33-4b2c-b0b1-4f0b33ab99d9,96af5a0f-a73e-4775-9464-ec43c6120a70,
340,340,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_2,Turtle Module/Library,CT1_13_2_1,Algorithms,,CT1_13_1_4,,Import and use cases of the turtle library in an algorithm,,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,2a283fe9-b16b-4b6b-9f46-0e41d74c00f4,1ab0603a-4066-435e-90dd-a1b8c253eb14,
341,341,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_2,Turtle Module/Library,CT1_13_2_2,Algorithms,,CT1_13_2_1,,"Use Turtle related functions (draw, lift, drop, circle, colour)",,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,a3de3aab-c9c1-4daa-9d07-052ab233abbc,2a283fe9-b16b-4b6b-9f46-0e41d74c00f4,
342,342,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_2,Turtle Module/Library,CT1_13_2_3,Algorithms,,"CT1_13_2_2,CT1_36_1_2",,Combine computational ideas and Turtle functions,,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,c1a06db4-5081-40b6-8dbc-f93911755855,"a3de3aab-c9c1-4daa-9d07-052ab233abbc,ba24b564-1696-4638-bc99-ab2465ea2354",
343,343,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_2,Turtle Module/Library,CT1_13_2_4,Algorithms,,CT1_13_2_3,,Use the turtle library to draw common shapes,,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,dd1d2b24-3993-4959-a6cd-075b05d21a67,c1a06db4-5081-40b6-8dbc-f93911755855,
344,344,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame Module/Library,CT1_13_3_1,Algorithms,,CT1_13_1_4,,Import and use cases of the PyGame library,,,,,JC4.1,,,,,,,,,,,,,,,,,,,,,f06c9730-8897-45bb-ba8f-3cc15fe3518a,1ab0603a-4066-435e-90dd-a1b8c253eb14,
345,345,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame Module/Library,CT1_13_3_2,Algorithms,,CT1_13_3_1,,"Use PyGame related functions and building (loading, attaching)",,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,0c7f3a28-af66-429a-ab75-fc50d8c0cf90,f06c9730-8897-45bb-ba8f-3cc15fe3518a,
346,346,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame Module/Library,CT1_13_3_3,Algorithms,,CT1_13_3_2,,"Use PyGame related functions and building (removing, sprites)",,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,2737d033-57c8-4b84-91ec-18834d7ad9d2,0c7f3a28-af66-429a-ab75-fc50d8c0cf90,
347,347,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame Module/Library,CT1_13_3_4,Algorithms,,"CT1_13_3_3,CT1_33_1_1",,PyGame related game creation principles,,,,,JC4.1,,,,,,,,,,,,,,,,,,,,,2592fa22-98b3-433a-89c9-cc04999936f6,"2737d033-57c8-4b84-91ec-18834d7ad9d2,eb233820-a2b3-417e-8c06-d6dba88a0448",
348,348,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame  Module/Library,CT1_13_3_5,Algorithms,,"CT1_13_3_4,CT1_2_5_2",,Use a interface (such as a mouse or keyboard) to define/change the position of an element,,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,c6d9785b-a9e9-4b00-8013-cbadf3f27de0,"2592fa22-98b3-433a-89c9-cc04999936f6,dbbd06fd-3065-4047-afd6-30045829b9d3",
349,349,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_3,PyGame  Module/Library,CT1_13_3_6,Algorithms,,CT1_33_1_15,,Implement a 'clock' or framerate (FPS),,,,,,,,,,,,,,,,,,,,,,,,,,af1d75e9-9650-4563-a8eb-9e28ff47c1f8,f6fe4411-04b3-4ca4-8b32-b5a6fab00ce4,
350,350,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_5,Math Module/Library,CT1_13_5_1,Algorithms,,CT1_13_1_4,,Import and use cases for the math library,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,8f6d75e8-aa2e-469f-8bc2-e0dbaef1f393,1ab0603a-4066-435e-90dd-a1b8c253eb14,
351,351,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_5,Math Module/Library,CT1_13_5_2,Data Representation,,CT1_13_5_1,,"Use math related functions and expressions (ceil, floor)",,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,e67f2a0b-a698-440f-9e81-e29a959d97a0,8f6d75e8-aa2e-469f-8bc2-e0dbaef1f393,
352,352,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_5,Math Module/Library,CT1_13_5_3,Data Representation,,"CT1_13_5_2,CT1_23_3_1",,Use the math library to assist in refining or filtering your data,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,c9cab403-eee4-4ba9-a136-871532a48d61,"e67f2a0b-a698-440f-9e81-e29a959d97a0,6611c315-9f35-449d-8f11-ef8a42e56b6d",
353,353,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_5,Math Module/Library,CT1_13_5_4,Algorithms,,CT1_33_2_4,,"Use the math library in conjuction with other functions (casting, nesting, expressions)",,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,5b56a944-af98-4e9a-b67f-7ea60c2f4dcf,f538731a-4aa3-4763-9941-42ea4330507f,
354,354,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Time  Module/Library,CT1_13_6_1,Algorithms,,CT1_13_1_4,,Use cases for the Time library,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,09ca2bb5-9355-457e-aa3d-a59e12141309,1ab0603a-4066-435e-90dd-a1b8c253eb14,
355,355,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Time  Module/Library,CT1_13_6_2,Algorithms,,CT1_13_6_1,,"Use time related functions and expressions (time, strptime, ctime)",,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,2d78a7fe-3bbf-4425-be15-ccaf22b1e9d6,09ca2bb5-9355-457e-aa3d-a59e12141309,
356,356,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Time  Module/Library,CT1_13_6_3,Algorithms,,CT1_33_2_4,,"Use the time library in conjuction with other functions, fetching the time for different applications",,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,a50615a4-5693-42f8-9da9-546654efb88f,f538731a-4aa3-4763-9941-42ea4330507f,
357,357,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Time  Module/Library,CT1_13_6_4,Data Representation,,CT1_13_6_2,,Use the time library as a method to present time taken for a result,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,d6fc2f7d-7a82-497e-8b45-7edb607ce386,2d78a7fe-3bbf-4425-be15-ccaf22b1e9d6,
358,358,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Time  Module/Library,CT1_13_6_5,Data Representation,,CT1_13_6_2,,Use the time library to convert time into different formats or time zones,,,,,JC2.4,,,,,,,,,,,,,,,,,,,,,38bbcf82-d020-4f69-a073-4ef93d9b8d81,2d78a7fe-3bbf-4425-be15-ccaf22b1e9d6,
359,359,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Turtle  Module/Library,CT1_13_2_5,Data Representation,,"CT1_13_2_1,CT1_2_5_1,CT1_30_6_2",,Explain that the turtle moves based a set number of inputted pixels,,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,5d940b27-e197-4fcc-b6d5-d8dac4e17f29,"2a283fe9-b16b-4b6b-9f46-0e41d74c00f4,240beeff-cf19-4b05-977d-7fb2f5e3aace,cad0e1aa-5d91-4e65-afd4-cc97a4a5af8b",
360,360,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_6,Turtle  Module/Library,CT1_13_2_6,Abstraction,,CT1_13_2_1,,Explain the comparison between a 'turtle' and a pen,,,,,JC2.5,,,,,,,,,,,,,,,,,,,,,8e1252d2-9274-4d6e-8bbe-755347a935e8,2a283fe9-b16b-4b6b-9f46-0e41d74c00f4,
361,361,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_7,tkinter Module/Library,CT1_13_7_1,Algorithms,,CT1_13_1_4,,Import and use cases for the tkinter library,,,,,JC6.2,,,,,,,,,,,,,,,,,,,,,f8f22a6e-3bf3-40ec-b3c3-fc158725f47f,1ab0603a-4066-435e-90dd-a1b8c253eb14,
362,362,CT1,Computer Theory,CT1_13,Programming Fundamentals,Modules/Libraries,CT1_13_7,tkinter Module/Library,CT1_13_7_2,Algorithms,,CT1_13_7_1,,"Use tkinter related functions and building (grid, label, button, screen)",,,,,JC6.2,,,,,,,,,,,,,,,,,,,,,bf6bf539-7a3f-4adb-8d49-891013f15874,f8f22a6e-3bf3-40ec-b3c3-fc158725f47f,
